dataelementid,dataelement,period,facility,mflcode,categoryoptioncombo,attributeoptioncombo,value
l7ArVf0Li4S,CT_: Current on Treatment < 1 Year,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,36
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,8
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,10
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,14
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,38
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,25
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,73
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,37
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,88
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,26
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,70
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,17
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,13
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
JSBZcDadKGT,CT_: Net Cohort Starting ART 12 months 50 + Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
RdLoy5cHh4e,CT_: Number on ART 12 months 35-39 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
mfZ1PVyooMY,CT_: Number on ART 12 months 50 + Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
Lt0DnGcKZcU,CT_: Eligible for Viral Load 15-19 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
z4DL7FDIVVg,CT_: Viral Load Samples Collected 15-19 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
Msy6jQGmn37,CT_: Viral Load Samples Collected 25-29 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201712,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
jMj9HsAtCiE,CT_: New on Treatment 20-24 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
BaggOdSLOaW,CT_: New on Treatment 30-34 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
l7ArVf0Li4S,CT_: Current on Treatment < 1 Year,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,4
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,9
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,26
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,42
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,8
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,19
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,16
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,5
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,10
FBCeiv1YMkL,CT_: Net Cohort Starting ART 12 months 15-19 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
zpSTdWOAkCm,CT_: Number on ART 12 months 20-24 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201712,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,1
l7ArVf0Li4S,CT_: Current on Treatment < 1 Year,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,11
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,3
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,5
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,3
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,5
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,8
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,10
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,12
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,17
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,4
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,12
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,4
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,30
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,12
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,18
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,1
l8ALPrECQP2,CT_: Number on ART 12 months 35-39 Years Male,201712,Makindu Dispensary,13759,HllvX50cXC0,YHx6ZCdJgEN ,1
W0o6NtXFkLE,CT_: New on Treatment 15-19 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,2
t9k5FOaZ3De,CT_: New on Treatment 25-29 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,2
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,16
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,3
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,15
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,19
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,22
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,16
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,23
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,9
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,15
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,20
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,30
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,16
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,20
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,8
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,17
FBCeiv1YMkL,CT_: Net Cohort Starting ART 12 months 15-19 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
c2KBaPucFpF,CT_: Net Cohort Starting ART 12 months 40-49 Years Male,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
zpSTdWOAkCm,CT_: Number on ART 12 months 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201712,Mama Plister Blair Health Centre,17121,HllvX50cXC0,YHx6ZCdJgEN ,1
DHduw57V2jw,CT_: New on Treatment 15-19 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
W0o6NtXFkLE,CT_: New on Treatment 15-19 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,24
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,4
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,3
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,6
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,7
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,27
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,8
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,15
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,16
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,21
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,14
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,16
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,11
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,10
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,7
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,4
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,2
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,2
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,6
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
zNOxoEWc3oG,CT_: Eligible for Viral Load 20-24 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,3
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,3
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,3
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,2
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,3
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,6
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
zjV8KM9SxEZ,CT_: Viral Load Samples Collected 20-24 Years Male,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201712,Mashambani Dispensary,17111,HllvX50cXC0,YHx6ZCdJgEN ,3
